Kennebec,Wayne,Emery Farm,"96 Besse Road, Wayne, Maine",emeryfarm@gmail.com,(207) 615-4488,,,,,seasonal vegetables,seasonal fruits,,,,,"44.343602, -70.048968",,,,,,,,,,,
Kennebec,Wayne,Emery Farm,"96 Besse Road, Wayne, Maine",Emeryfarm@gmail.com,(207) 615-4488,"Beef, pork, chicken",,Farm fresh eggs,"Swallowtail farm yogurt, kefir, cheese","All conventional produce, veggie burgers","Strawberries, raspberries, apples, peaches",,,Maple syrup,"Veggie burgers, Turkey pies, humus","44.340659, -70.047240",,,,,,,,,,,
Kennebec,West Gardiner,Farmer Kev's Organics,"29 Long Meadow Dr, West Gardiner, Maine",info@farmerkev.com,(207) 613-8713,All,,,Cheese,All,All,,"pastas, granola",,,"44.196728, -69.865095",,,,,,,,,,,
Kennebec,Winslow,Fortin’s Meats,"410 Cushman Rd, Winslow, Maine",Afortin89@icloud.com,(207) 542-5020,Pasture raised beef,,,,,,,,,,"44.498289, -69.634483",,,,,,,,,,,
Kennebec,Winslow,Skyfall Flowers,"10 Goodrich Lane, Winslow, Maine",Skyfall@skyfallflowers.com,(207) 877-5596,,,,,"Certified Organic, lettuce, lettuce mix, various vegetable seedling and herb seedling",,"Tulips, ranunculas, anemone, mixed bouquets, sunflowers, dahlias",,,,"44.547768, -69.602010",,,,,,,,,,,
Kennebec,Winthrop,Annabessacook Farm,"192 Annabessacook Road, Winthrop, Maine",sales@annabessacookfarm.com,(207) 377-3276,,,Eggs,,"Spinach, Greens, Garlic",,,,,,"44.283848, -69.984568",,,,,,,,,,,
Kennebec,Winthrop,Cranberry Rock Farm,"Winthrop, Maine",cranberryrockfarm@gmail.com,(207) 778-1556,,,,,,,,,,,"44.305120, -69.977297",,,,,,,,,,,
Kennebec,Winthrop,Wholesome Holmstead,"489 Stanley Rd, Winthrop, Maine",wholesomeholmstead@gmail.com,(207) 395-4784,Beef,,,,,,,,,,"44.331678, -69.924718",,,,,,,,,,,
Knox,Appleton,Heritage Home Farm,"2169 Appleton Ridge Rd, Appleton, Maine",Heritagehomefarm@gmail.com,(858) 692-0262,"Organic lamb, organic beef",,,,,,,,,,"44.326828, -69.224587",,,,,,,,,,,
Knox,Appleton,MannaFest Mushrooms,"1221 Union Rd, Appleton, Maine",mannafestmushrooms@gmail.com,(207) 618-3050,,,,,"Mushrooms, Microgreens",,Flowers,,,,"44.261197, -69.275917",,,,,,,,,,,
Knox,Appleton,ME Water Buffalo Co.,"232 Old County Rd, Appleton, Maine",mewaterbuffaloco@gmail.com,(207) 785-6493,water buffalo sausage & whey fed pork,,,"water buffalo milk, cheeses, yogurt & gelato",,,,,,,"44.348755, -69.268664",,,,,,,,,,,
Knox,Camden,Blue Barren Distillery,"1 Wayfarer Dr, Camden, Maine",jeremy@bluebarren.com,(207) 975-2367,,,,,,,,,,,"44.208942, -69.060533",,,,,,,,,,,
Knox,Camden,Clark's Crops,"Camden, Maine",clarkscrops@gmail.com,(207) 691-5967,,,,,Microgreens,,,,,,"44.209752, -69.064901",,,,,,,,,,,
Knox,Camden,Dooryard Farm,"208 Mechanic St, Camden, Maine",cooper@dooryardfarmmaine.com,,,,,,seasonal vegetables,,,,,,"44.208852, -69.090329",,,,,,,,,,,
Knox,Camden,Golden Brook Farm,"81 Howe Hill Rd., Camden, Maine",goldenbrookfarm@icloud.com,(207) 691-3002,,,,,,,"Cut flowers, flower arrangements, flower CSA shares",,,,"44.230643, -69.119056",,,,,,,,,,,
Knox,Cushing,Haynes Farm,"67 Salt Pond Rd, Cushing, Maine",Haynesfarm62@yahoo.com,(201) 354-2208,,,Brown,,"Tomatoes, cucumbers, beets, squash, carrots & more in season",,Pick your own,,,"Pickled beets, Bread and Butter pickles and jellies","43.995715, -69.286079",,,,,,,,,,,
Knox,Cushing,Up River Oysters,"Cushing, Maine",Bhlynde@yahoo.com,(207) 691-4507,,Oysters,,,,,,,,,"43.993704, -69.299125",,,,,,,,,,,
Knox,Hope,Brodis Wild Blueberries,"Hope, Maine",Ronhoward1256@gmail.com,(207) 975-4413,,,,,,Wild Blueberries,,,,,"44.264622, -69.158630",,,,,,,,,,,
Knox,Hope,Sparkys Honey and Maple,"130 High St, Hope, Maine",sparkys@tidewater.net,(207) 831-5085,,,,,,,,,All sizes.Mostly packaged in glass,Local Honey,"44.280381, -69.159930",,,,,,,,,,,
Knox,Matinicus,Wet Bugs Inc,"78 Harbor Rd, Matinicus, Maine",sowchow207@gmail.com,(207) 366-3031,,Live lobster,,,,,,,,,"43.862442, -68.891354",,,,,,,,,,,
Knox,North Haven,Turner Farm,"73 Turner Farm Rd, North Haven, Maine",info@turner-farm.com,(207) 867-4962,"Pork, Beef",,,,"Salad greens, Braising greens, carrots and other root vegetable",,"Field grown flowers, Summer CSA available",,,"baked good, deli items and picnic style take-out","44.144967, -68.851212",,,,,,,,,,,
Knox,Port Clyde,Bittersweet Heritage Farm,"Port Clyde, Maine",bittersweetheritage@icloud.com,(207) 629-7002,,,,Goat,,,,,,"Caramel, Cheese - wholesale","43.927053, -69.258316",,,,,,,,,,,
Knox,Rockland,Bee Wild Farmacy Boxes,"Rockland, Maine",Farmacyboxes@gmail.com,(207) 593-9307,,,,,,,,,,,"44.102126, -69.109164",,,,,,,,,,,
Knox,Rockland,Rockland Farmers Market,"1 Pleasant Street, Rockland, Maine",info@rocklandfarmersmarket.org,,"chicken, poultry, beef, goat, pork",,"chicken, duck",cheese,"all of them! seasonal, organic, local","blueberries, apples, strawberries, peaches",yes,fresh breads & baked goods,yes,yes,"44.101074, -69.108400",,,,,,,,,,,
Knox,Rockland,Swell Farm,"456 Old County Road, Rockland, Maine",swellfarmmaine@gmail.com,(207) 596-3059,,,,,,,Starting Mid-Late April: Self serve flower stand,,,,"44.121009, -69.122347",,,,,,,,,,,
Knox,Rockport,Aldermere Farm,"70 Russell Avenue, Rockport, Maine",aldermere@mcht.org,(207) 236-6374,All Natural Beef,,,,,,,,,,"44.186863, -69.061683",,,,,,,,,,,
Knox,Rockport,Heiwa Tofu,"201 West St, Rockport, Maine",info@heiwatofu.com,(207) 236-8638,Tofu,,,,,,,,,,"44.186944, -69.096223",,,,,,,,,,,
Knox,Rockport,Miller Farm,"40 Miller Farm, Rockport, Maine",Laurence.miller.jr@gmail.com,(207) 230-9225,Pork- whole or half,,,,Seasonal,Seasonal,,,,,"44.202490, -69.107289",,,,,,,,,,,
Knox,South Thomaston,Aphrodite Oysters,"3 Powder House Cove Rd, South Thomaston, Maine",KrTripp08@yahoo.com,(207) 542-0121,,Lobster & Aphrodite Oysters,,,,,,,,,"43.996190, -69.125254",,,,,,,,,,,
Knox,Thomaston,Grace Pond Farm,"530 Maine Street (US Rt. 1), Thomaston, Maine",gracepondeatlocal@gmail.com,(207) 354-5299,"Organic Chicken,Beef",,,Call or email,,,,,,,"44.076571, -69.203266",,,,,,,,,,,
Knox,Thomaston,Weskeag Farms,"33 Thomaston St, Thomaston, Maine",weskeagfarms@icloud.com,(207) 594-7555,Chicken and pork,,Free range,Scoop and packed ice cream,Roadside mix,"Blueberries, strawberries, raspberries","Sunflowers , cut flowers",,Yes,Home Baked Pies,"44.083367, -69.142755",,,,,,,,,,,
Knox,Union,Green Meadow Farm,779 N UNION RD,greenmeadowfarmme@gmail.com,(207) 754-9052,,Organically Fed free range,,,,,,,,,,897,11/5/21 6:48,https://extension.umaine.edu/agriculture/farm-product-and-pickup-directory/submission-form/,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",130.111.46.127,
Knox,Union,Guini Ridge Farm,"1353 N. Union Rd., Union, Maine",guiniridge@gmail.com,(207) 877-5874,"Lamb - all cuts, ground beef, ground pork and pork sausage",,,None,"Yes, during the growing season, call to be added to our weekly email list",,,,,,"44.258740, -69.318204",,,,,,,,,,,
Knox,Union,Heart 2 Harvest,"Union, Maine",Orders@heart2harvest.net,,,,,,"Seasonal vegetable, storage crop CSA shares available incl: Brussels sprouts, cabbage, carrots, parsnips, potatoes, fingerling potatoes, onions, shallots, beets, flint corn flour, dried herbs, dried apples, dried flowers",Wolf river apples,Yes,,,,"44.263257, -69.312543",,,,,,,,,,,
Knox,Union,Ravenswood Flower Farm,"86 Upham Rd, Union, Maine",ravenswoodflowers@gmail.com,(207) 975-5346,,,,,,,,,,,"44.268289, -69.312062",,,,,,,,,,,
Knox,Vinalhaven,Roberts Harbor Farm,144 Roberts Cemetery Rd.,rhfarmvh@gmail.com,(978) 857-7400,,,,,"In-season greens, vegetables, and herbs",Strawberries,Bouquets,,Solar Sweet Maple Farm syrup,"Dressing, salsa, soup, pickles, sauerkraut, and more.",,,883,8/30/21 13:11,https://extension.umaine.edu/agriculture/farm-product-and-pickup-directory/submission-form/,,,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36",130.111.46.127
Knox,Warren,Beth's Farm Market,"1986 Western Rd., Warren, Maine",azimbakirby@gmail.com,(207) 975-1365,"Beef, Chicken, Rabbit, Pork",Lobster and Oysters as available,,"Milk, cheddar cheese, heavy whipping cream, butter, half & half, goat cheese",Just about everything in season!,"Apples, strawberries, blueberries, raspberries, peaches, rhubarb",,,Maple Syrup,"Breads, pies, cookies, whoopee pies, jams/jellies, pickles, vinegar, grape juice","44.154677, -69.289372",,,,,,,,,,,
Knox,Warren,Oyster River Winegrowers,"929 Oyster River Rd., Warren, Maine",info.oysterriver@gmail.com,(207) 370-7575,,,,,,Table grapes,,,,,"44.101692, -69.222118",,,,,,,,,,,
Knox,Warren,Spear Spring Farm,"1384 Atlantic Hwy, Warren, Maine",jamien@spearspringfarm.com,(207) 232-8247,pork/lamb/chicken,,Eggs,"none at this time, starting in May - cheese, milk, yogurt, kefir, cajeta","Onions, shallots, limited greens, sprouts, CSA sign ups with FREE week if you sign up by March 31st - more baby salad greens, collards, chard, baby kale, carrots, radishes, sprouts in a few weeks",,,,,"Fermented garlic/herbs, raw honey, dried spices, sundried tomatoes, popping corn, coffee, polenta, crackers,","44.109635, -69.253509",,,,,,,,,,,
Knox,Washington,Dharma Farm,"175 Calderwood Rd, Washington, Maine",Info@dharma.farm,(207) 332-3727,,,,,Seasonal vegetables and herbs,,,,,,"44.247281, -69.369472",,,,,,,,,,,
Knox,Washington,"Dogpatch Farm, LLC","419 Old County Road, Washington, Maine",dogpatchfarm@hotmail.com,(207) 592-4759,"pork, chicken",,,,,,,,,,"44.306013, -69.397391",,,,,,,,,,,
Knox,Washington,Meadowcroft,"45 Hopkins Rd, Washington, Maine",queen@getwool.com,(207) 542-2587,Lamb,,,,,,,,,,"44.244926, -69.414087",,,,,,,,,,,
Lincoln,Boothbay Harbor,Mana Medicinals,"25 West St, Boothbay Harbor, Maine",Annachristina133@gmail.com,(207) 315-5924,,,,,,,,,,,"43.853484, -69.629382",,,,,,,,,,,
Lincoln,Bristol,"Broad Arrow Farm Market & Butcher
and Black Earth Forest Farm","33 Benner Rd, Bristol, Maine","dan@broadarrowfarm.com, blackearthforestfarm@gmail.com",Broad Arrow: (207) 233-5199,"Broad Arrow: pork, beef, lamb, chicken, turkey
Black Earth: whole duck come May",,"Broad Arrow: chicken eggs, duck eggs
Black Earth: duck eggs","Broad Arrow: cheese, butter",Broad Arrow: seasonal,Broad Arrow: seasonal,,,,"Broad Arrow: Yes, chef-prepared meals, soups, stews, bone broths, chilis","43.961615, -69.506144",,,,,,,,,,,
Lincoln,Bristol,High Hopes Farm,"777 Bristol Rd, Bristol, Maine",highhopesfarmbristolme@gmail.com,(207) 380-3197,pork/beef/lamb,,,,Onions now - mixed veggies CSA signup now - greens early April,,,,,,"43.979722, -69.530242",,,,,,,,,,,
Lincoln,Bristol,"The Byre at Piper's Pond, Bristol, Maine","25 Rock School House Road, Bristol, Maine",hcostello42@gmail.com,(207) 529-5639,Christmas Goose,,Eggs,,"50 varieties of vegetables, flowers and herbs will be posted on our facebook page as they come in season",,,,,,"43.953862, -69.487340",,,,,,,,,,,
Lincoln,Bristol,"the HUB @ Pemaquid Oyster Co/ Waldostone Farm, LLC","1005 Bristol Road, Bristol, Maine",thehub.poc@gmail.com,(207) 315-5092,,"Oysters, Maine crabmeat and more...",,,,,,,,"soups, salads, bread, and more","43.964666, -69.511450",,,,,,,,,,,
Lincoln,Damariscotta,Oyster Creek Mushroom Co,"61 Standpipe Rd, Damariscotta, Maine",mushroom@lincoln.midcoast.com,(207) 563-1076,,,,,Mushrooms,,,,,,"44.040591, -69.486962",,,,,,,,,,,
Lincoln,Dresden,Dain Gilliam,"6 Sawyer Street, Dresden, Maine",Gilliamdain@gmail.com,(207) 656-2290,,Quahogs oysters crabs clams,,,,,,,,,"44.087634, -69.705394",,,,,,,,,,,
Lincoln,Dresden,Dragonfly Cove Farm,"5 McCobb Rd, Dresden, Maine",marge.kilkelly@gmail.com,(207) 380-4014,"Goat, Pork. Chicken, Duck smoked sausages",,,,,,,,,"Pancake mix, hot cereal mix. Biscuits by pre order only","44.048351, -69.774135",,,,,,,,,,,
Lincoln,Dresden,Goranson Farm,"250 River Road, Dresden, Maine",Goransonfarm@gmail.com,(207) 737-8834,,,Eggs,Goat cheese,"ALL CERTIFIED ORGANIC: Carrots, rutabaga, salad mix, sweet potatoes, onions, potatoes, spinach, kale, strawberries, sweet corn, garlic, tomatoes, heirloom tomatoes, cherry tomatoes, eggplant, peppers, herbs
prebagged and grab and go bags and boxes","Strawberries, apples, watermelon",,,maple syrup,"Jam, Cookies, tomato sauce","44.071664, -69.774115",,,,,,,,,,,
Lincoln,Edgecomb,Acorn Ridge Farm LLC,"49 Dodge Road, Edgecomb, Maine",Acornridgefarmllc@gmail.com,(207) 607-0044,"Cow, lamb",,Chicken,,,,,,,,"44.0000024, -69.6106176",,,,,,,,,,,
Lincoln,Edgecomb,Barbara Scully's Oyster & Lobster Market,"707 River Rd, Edgecomb, Maine",scullyoysters@gmail.com,(207) 633-3599,,"local oysters, clams, lobsters, shucked oysters",,,,,,,,"lobster meat, crab meat, shucked oysters, stews, sauces, frozen stuffed clams","43.977165, -69.576877",,,,,,,,,,,
Lincoln,Edgecomb,Blue Tin Farm,"283 Cross Point Rd, Edgecomb , Maine",bluetinfarm@gmail.com,(207) 517-6292,Forest raised pork,,Free range eggs,,In season only,,,,,,"43.969593, -69.654743",,,,,,,,,,,
Lincoln,Edgecomb,Glidden Point Oyster Farm,"637 River Road, Edgecomb, ME 04556",sarah@gliddenpoint.com,(207) 315-7066,,Oysters,,,,,,,,,"43.972439, -69.578472",,,,,,,,,,,
Lincoln,Jefferson,BlackOwl Maple Products,"21 Woodchuck Way, Jefferson, Maine",blackowlmaple@gmail.com,(207) 215-9471,,,,,,,,,"Maple Syrup, Maple Sugar, Sweet Treats",,"44.216401, -69.492306",,,,,,,,,,,
Lincoln,Jefferson,Crescent Run Farm,"943 North Mountain Rd, Jefferson, Maine",crescentrun1@gmail.com,(207) 337-0420,"Pastured lamb, beef pork",,,,,,,,,,"44.224638, -69.497553",,,,,,,,,,,
Lincoln,Jefferson,Hidden Fortune Farm,"116 Bunker Hill Rd, Jefferson, Maine",theperfectproperty1@gmail.com,(207) 592-5720,"Beef, pork, lamb, chicken, turkey",,,,Seasonable veggies,,,,Maple syrup,,"44.199569, -69.485820",,,,,,,,,,,
Lincoln,Jefferson,Keekionga Farm II,"233 Valley Road, Jefferson, Maine",clayton.spinney@yahoo.com,(207) 841-9731,"Mangalitsa pork, beef",,,,Full garden from high tunnel,,,,,,"44.222879, -69.447756",,,,,,,,,,,
Lincoln,Jefferson,Sowbelly Butchery,"754 Gardiner Road, Jefferson, Maine",sowbellybutchery@gmail.com,,"seasonal sausage, bone broth, paté, pork, lamb, beef",,chicken,,,,,,,,"44.205583, -69.547278",,,,,,,,,,,
Lincoln,New Harbor,Johns River Oyster,"1 Chickadee Way, New Harbor, Maine",johnsriveroyster@tidewater.net,(207) 350-0847,,"Cocktail oysters @ $1 each, 103 ct bag is $90",,,,,,,,,"43.848796, -69.502796",,,,,,,,,,,
Lincoln,New Harbor,Merritt Wotton,"Southside Rd, New Harbor, Maine",merrittwotton@gmail.com,(207) 380-7629,,Lobster,,,,,,,,,"43.872864, -69.495087",,,,,,,,,,,
Lincoln,Newcastle,Straws Farm,"30 Brick Hill Rd, Newcastle, Maine",Strawsfarm@gmail.com,(207) 380-7587,"Chicken, pork, beef, lamb",,Eggs,Raw organic milk,,,,,,,"44.012005, -69.624475",,,,,,,,,,,
Lincoln,Newcastle,SweetWoods Farm,"144 Lynch Road, Newcastle, Maine",sweetwoodsme@yahoo.com,(207) 380-5228,,,,,,,,,"Maple Syrup, Maple Sugar, Maple Cream, Maple Taffy","Maple & Garlic Marinade, Mapple Sauce (maple applesauce)","44.006774, -69.586229",,,,,,,,,,,
Lincoln,Newcastle and Damariscotta,Morning Dew Farm,"Newcastle, Maine",morningdewfarm@gmail.com,(207) 350-5075,"Straw's Farm pork, beef, chicken",,Straw's Farm Eggs,Straw's Farm milk,Certified organic diverse vegetables and microgreens,,,,,Hootenanny Bread and Ingrid Bathe baked goods,"44.035056, -69.536914",,,,,,,,,,,
Lincoln,Nobleboro,Spear Farms Inc.,"14 Eugley Hill Road, Nobleboro, Maine",rwspear@roadrunner.com,(207) 542-4463,"All natural grass fed beef, Angus and Herford",,,,Variety of fresh vegetables grown on our farm,"Strawberries, Blueberries, Peaches, Apples purchased from other Maine Farms",,,Purchased from Maine Maple producers,"Commercial kitchen on site at Waldoboro Farm Stand, baked goods, baked beans and home made soups","44.140861, -69.444677",,,,,,,,,,,
Lincoln,Nobleboro,SwitchbackFarm,"195 Morgan Hill Road, Nobleboro, Maine",Theswitchbackfarm@gmail.com,(207) 563-8636,Pork,,,,,,,,,,"44.068005, -69.494790",,,,,,,,,,,
Lincoln,Pemaquid,Pemaquid Falls Farm,"2117 Bristol Road, Pemaquid, Maine",beaudet.alex@gmail.com,(207) 677-0053,,,Eggs,,"Over 100 varieties of vegetables, herbs, fruit","Strawberries, raspberries",Flowers,,,,"43.904228, -69.505892",,,,,,,,,,,
Lincoln,Somerville,Briggs Farm,"253 Jones Road, Somerville , Maine",oconnell.alicia@gmail.com,(207) 832-1230,"pork, beef, honey",,Eggs,,,,,,,,"44.243929, -69.470671",,,,,,,,,,,
Lincoln,Waldoboro,Borealis Breads,"1860 Atlantic Highway (Route 1), Waldoboro, Maine",jim@borealisbreads.com,(207) 832-0655,,,,,,,,Maine grown whole wheat flour,,"Sourdough Breads, Sandwiches, Cookies, Prepared Meals, Salads","44.103693, -69.369336",,,,,,,,,,,
Lincoln,Waldoboro,Copper Tail Farm,"293 Genthner Rd., Waldoboro, Maine",christelle@coppertailfarm.com,(541) 729-5769,,,,"Goat yogurt, goat cheese (chèvre), cajeta (goat milk caramel sauce)",,,,,,,"44.065013, -69.415714",,,,,,,,,,,
Lincoln,Waldoboro,East Forty Farm and Dairy and Lakin's Gorges Cheese,"2361 Friendship Road, Waldoboro, Maine",info@eastfortyfarm.com,(207) 230-4318,Pastured pork,,,Cow's milk cheese,,,,,,"Handmade lasagna, ravioli, cannoli, buttermilk crackers and jam","44.046639, -69.333304",,,,,,,,,,,
Lincoln,Waldoboro,Greener Days Farm,"286 Miller Road, Waldoboro, Maine",craig@greenerdaysfarm.com,(207) 406-0392,"Pork, Duck",,,,,,,,,,"44.123011, -69.320323",,,,,,,,,,,
Lincoln,Waldoboro,Morse's Sauerkraut,"3856 Washington Rd, Waldoboro, Maine",info@morsessauerkraut.com,(207) 832-5569,,,,,sauerkraut and pickles,,,,,,"44.205437, -69.381801",,,,,,,,,,,
Lincoln,Waldoboro,Odd Alewives Farm Brewery,"99 Old Route One, Waldoboro, Maine",info@oddalewives.com,(207) 790-8406,,,,,,,,,,Changing wood fired kitchen menu,"44.099150, -69.366102",,,,,,,,,,,
Lincoln,Waldoboro,WoodHaus Farm,"390 Duck Puddle Rd, Waldoboro, Maine",woodhausfarm@gmail.com,(207) 227-1727,"Lamb chops, ground lamb, lamb sausage, pork sausage",,,,,,,,,,"44.067515, -69.441114",,,,,,,,,,,
Lincoln,Walpole,Mook Sea Farm,"321 State Rt. 129, Walpole, Maine",store@mookseafarm.com,(855) 563-1456,,Oysters!,,,,,,,,,"43.975575, -69.552353",,,,,,,,,,,
Lincoln,Westport Island,Island Mushroom Company,"55 Doggett Rd., Westport Island, Maine",islandmushroomcompany@gmail.com,(207) 687-8455,,,,,Gourmet Mushrooms,,,,,Mushroom Burgers,"43.955038, -69.674672",,,,,,,,,,,
Lincoln,Westport Island,Tarbox Farm,"177 Post Office Road, Westport Island, Maine",Tarboxfarm@gmail.com,(207) 522-2579,,,,,"Certified organic shoots, baby kale, onions, parsnips, arugula",,,,,,"43.882016, -69.725612",,,,,,,,,,,
Lincoln,Whitefield,Around the Well Farm,"67 S Hunts Meadow Rd, Whitefield, Maine",fiercegreen.firelife@gmail.com,(207) 458-2365,10# bulk frozen ground Pastured Lamb,,,,Mixed Veggies,,,,,,"44.215719, -69.658055",,,,,,,,,,,
Lincoln,Whitefield,Big Daddy's Farm,"571 Townhouse Road, Whitefield, Maine",bigdaddyconstruction@yahoo.com,(207) 380-1728,Pork,,,,,,,,,,"44.194325, -69.637751",,,,,,,,,,,
Lincoln,Whitefield,Chase Farm and Bakery,"333 Townhouse Road, Whitefield, Maine",Chasefarmbake@gmail.com,(207) 549-7611,Ground beef. Pork sausage (sweet& hot),,Eggs,"Butter, milk",,,,,,Fresh bread and pastries,"44.203717, -69.624338",,,,,,,,,,,
Lincoln,Whitefield,Fuzzy Udder Creamery,"35 Townhouse Road, Whitefield, Maine",Fuzzyudder@gmail.com,(207) 549-3817,"Mutton, goat",,,"Cheese and yogurt, sheep, goat and cow, soft-ripened and aged",,,,,,,"44.222992, -69.607421",,,,,,,,,,,
Lincoln,Whitefield,Sheepscot General Store and Farm,"98 Townhouse Rd, Whitefield, Maine",taryn@sheepscotgeneral.com,(207) 549-5185,"Lamb, Chicken, Beef",salmon,,All,All,"u-pick strawberries, apples",,yes,syrup,cafe with menu online,"44.219615, -69.610088",,,,,,,,,,,
Lincoln,Whitefield,Swallowtail Farm,"98 Main Street, Whitefield, Maine",contact.swallowtailfarm@gmail.com,(207) 248-7396,,,,"Yogurt, Greek Yogurt, Kefir, Cheese, Butter, Smoothies",,,,,,,"44.257920, -69.549921",,,,,,,,,,,
Lincoln,Whitefield,Tim's Sugar Shack,"23 Grand Army, Whitefield, Maine",Marthatim@roadrunner.com,(207) 549-5016,,,,,,,,,,"Maple syrup, sugar candy, cream and whoopie pies","44.222085, -69.588724",,,,,,,,,,,
Lincoln,Wiscasset,Big Barn Coffee at Foye-Sortwell Farm,"104 Churchill Street, Wiscasset, Maine",dan@bigbarncoffee.com,(207) 882-6374,,,,,,,,,,"Roasted coffee beans, either whole or ground","44.010854, -69.668779",,,,,,,,,,,
Lincoln,Wiscasset,Buckwheat Blossom Farm,"75 Hidden Pasture Ln., Wiscasset, Maine",buckwheatblossomfarm@gmail.com,(207) 882-8082,"Lamb, smoked mutton, dry cured sausages",,,,,,,,,,"44.025948, -69.701712",,,,,,,,,,,
Oxford,Andover,Gammon Bison,"254 Rumford Center Road, Andover, Maine",gammonbison@gmail.com,(207) 392-2051,Ground Bison,,,,,,,,,,"44.581414, -70.711808",,,,,,,,,,,
Oxford,Bethel,This Little Piggy Farm,"504 East Bethel Road, Bethel, Maine",seawea@roadrunner.com,(207) 515-0146,,,Farm Fresh / Free Range / Multi Colors,,,,,,,,"44.433699, -70.713994",,,,,,,,,,,
Oxford,Brownfield,Sap Hound Maple Company,"414 Center Conway Rd. Brownfield, Maine",corrie@saphoundmaple.com,(802) 558-5385,,,,,,,,,"Organic maple syrup, cream, candy and sugar",,"43.952100, -70.986684",,,,,,,,,,,
Oxford,Buckfield,Fat Beaver Farm,(contact for address),Fatbeaverfarm@gmail.com,(207) 370-8766,,,"Eggs- Free range, organically fed",,"(Spring/Summer) Fiddleheads, Wild/Foraged Foods, Greens, Herbs, Tomatoes, Squash, Potatoes, Garlic, Radishes, Beets, Turnips","Apples, Elderberries",Edible & Dried Flowers,,,,"44.289736, -70.365328",,,,,,,,,,,
Oxford,Canton,Conant Acres,"49 Canton Point Road, Canton, Maine",Sweet@conantacres.com,(207) 597-2810,"Beef, pork (sausage, bacon)",,,"Fresh milk, cheese, butter","Seasonal, canned pickles, relishes and vegetables","Seasonal, canned jams and jellies",,,,"Maple products, local honey","44.469243, -70.301185",,,,,,,,,,,
Oxford,Canton,Road's End Farm,"358 Canton Mountain Road, Canton, Maine",roadsendmaine@gmail.com,(207) 491-9408,"Grassfed Lamb and Beef, Pasture raised pork and chicken",,"Chicken, $3.50/doz",,,,,,"Pints, quarts, gallons. Whiskey barrel aged syrup.",,"44.521443, -70.286094",,,,,,,,,,,
Oxford,Denmark,Patch Farm,"570 East Main Street, Denmark, Maine",patchfarm.me@gmail.com,(207) 939-1493,Pork and Chicken,,Eggs,,"Greens, root vegetables, etc. All sorts.",,,,,,"43.995665, -70.767961",,,,,,,,,,,
Oxford,Denmark,Worth the Wait Farm,"52 Bushrow Road, Denmark, Maine",worththewaitfarm@gmail.com,,,,Eggs,"Raw goat milk, chèvre, yogurt, caveat",,,,,,Whey breads and baked goods,"43.967993, -70.796692",,,,,,,,,,,
Oxford,Fryeburg,Green Thumb Farms,"123 West Fryeburg Rd, Fryeburg, Maine",Info@greenthumbfarms.com,(207) 935-3341,,,,,"Potatoes, dry beans",,,Corn,,,"44.040931, -70.987342",,,,,,,,,,,
Oxford,Fryeburg,Howlin' Winds Farm,"936 West Fryeburg Road, Fryeburg, Maine",genadillon2@gmail.com,(617) 290-7299,"Pasture Raised Beef, Poultry (Fall 2020 Harvest)",,Poultry,,,,,,,,"44.090638, -70.973414",,,,,,,,,,,
Oxford,Fryeburg,"Weston's Farm, LLC","48 River St., Fryeburg, Maine",rivercroft@fairpoint.net,(207) 935-2567,"Beef, Lamb and Pork",,Local and other,"All kinds of cheeses, local and other","Sweet corn, peas; green, yellow and shell beans, dry beans; asparagus, fiddleheads, parsnips, lettuce and mixed greens, broccoli, broccolini, red and green cabbage; green, colored, hot and mini peppers; herbs, beets, beet greens, Brussels sprouts, carrots, cucumbers, eggplant, garlic, onions, potatoes, radish, pumpkins, spinach, summer and winter squash, Swiss chard, all kinds of tomatoes. Many Certified ORGANIC vegetables.","Many kinds of apples, blackberries, blueberries, raspberries, strawberries, melons watermelon, peaches, rhubarb.",Yes,,Maple syrup and candy,,"44.0160767, -70.9883738",,,,,,,,,,,
Oxford,Greenwood,Dunham Farm . Velvet Hollow Sugar Works,"29 Dunham Rd., Greenwood, Maine",dunhamfarm@msn.com,(207) 665-2967,,,,,,,,,"Maple syrup, all sizes in glass, and one style in decorative quart cans","Gluten-free baked goods (also have grain-free, dairy and egg free options), pancake and pizza crust mixes, granola.","44.366293, -70.657003",,,,,,,,,,,
Oxford,Greenwood,"Greenwood Bean Coffee, LLC","286 Howe Hill Road, Greenwood, Maine",greenwoodbean@gmail.com,(207) 553-3952,,,,,,,,,,"Whole bean and ground fresh-roasted, organic, fair-trade coffee","44.380152, -70.704220",,,,,,,,,,,
Oxford,Greenwood,Tourmaline Hill Farm,"21 Kennedy Lane, Greenwood, Maine",dannlisa@megalink.net,(207) 527-2527,,,Fresh eggs,"Goat milk, Fresh goat cheeses (many Varieties) Kefir, Yogurt, Ricotta",,,,,,,"44.288538, -70.622801",,,,,,,,,,,
Oxford,Hartford,Hartford FarmDrop,"Hartford, Maine",hartfordmaine@farmdrop.us,,,,,,,,,,,,"44.372631, -70.346964",,,,,,,,,,,
